     0: >>> E[0:00:00]-R[?]: Return=   -0.0076, Steps= 8.6, Features = 16
   686: E[0:00:05]-R[0:00:10]: Return=    -1.014, Steps=  15, Features = 16
   834: E[0:00:06]-R[0:00:08]: Return=     0.985, Steps=  16, Features = 16
   974: E[0:00:07]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1114: E[0:00:08]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1252: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1385: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1518: E[0:00:11]-R[0:00:04]: Return=     0.989, Steps=  12, Features = 16
  1659: E[0:00:12]-R[0:00:03]: Return=    -1.002, Steps=   3, Features = 16
  1808: E[0:00:13]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  1955: E[0:00:14]-R[0:00:00]: Return=     0.981, Steps=  20, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7959, Steps= 5.1, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.1898, Steps=11.2, Features = 16
    93: E[0:00:01]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   360: E[0:00:03]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   508: E[0:00:04]-R[0:00:11]: Return=     0.977, Steps=  24, Features = 16
   647: E[0:00:05]-R[0:00:10]: Return=     0.983, Steps=  18, Features = 16
   790: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   933: E[0:00:07]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  1070: E[0:00:08]-R[0:00:07]: Return=    -1.004, Steps=   5, Features = 16
  1207: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1344: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1479: E[0:00:11]-R[0:00:04]: Return=    -1.002, Steps=   3, Features = 16
  1616: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1758: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1895: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7963, Steps= 4.7, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=     0.384, Steps=17.0, Features = 16
   102: E[0:00:01]-R[0:00:13]: Return=     0.971, Steps=  30, Features = 16
   228: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   642: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   780: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   936: E[0:00:07]-R[0:00:08]: Return=     0.969, Steps=  32, Features = 16
  1074: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1208: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1348: E[0:00:10]-R[0:00:05]: Return=     0.983, Steps=  18, Features = 16
  1484: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1622: E[0:00:12]-R[0:00:03]: Return=     0.983, Steps=  18, Features = 16
  1772: E[0:00:13]-R[0:00:02]: Return=     0.981, Steps=  20, Features = 16
  1908: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9954, Steps= 5.6, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2074, Steps= 8.4, Features = 16
    81: E[0:00:01]-R[0:00:14]: Return=    -1.004, Steps=   5, Features = 16
   212: E[0:00:02]-R[0:00:14]: Return=    -1.032, Steps=  33, Features = 16
   356: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   492: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   631: E[0:00:05]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   766: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   902: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1039: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1178: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1311: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1449: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1592: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1734: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1874: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9964, Steps= 4.6, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5766, Steps=24.4, Features = 16
   100: E[0:00:01]-R[0:00:14]: Return=    -1.007, Steps=   8, Features = 16
   232: E[0:00:02]-R[0:00:14]: Return=     0.983, Steps=  18, Features = 16
   376: E[0:00:03]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   512: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   656: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   790: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   934: E[0:00:07]-R[0:00:08]: Return=     0.983, Steps=  18, Features = 16
  1078: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1218: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1360: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1504: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1648: E[0:00:12]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  1788: E[0:00:13]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 16
  1910: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=     0.181, Steps=20.0, Features = 16
    75: E[0:00:01]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   204: E[0:00:02]-R[0:00:14]: Return=     0.981, Steps=  20, Features = 16
   344: E[0:00:03]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   486: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   632: E[0:00:05]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   776: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   923: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1069: E[0:00:08]-R[0:00:07]: Return=     0.977, Steps=  24, Features = 16
  1219: E[0:00:09]-R[0:00:06]: Return=     0.983, Steps=  18, Features = 16
  1348: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1486: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1628: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1771: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1905: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9966, Steps= 4.4, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.4143, Steps=15.3, Features = 16
   106: E[0:00:01]-R[0:00:14]: Return=     0.989, Steps=  12, Features = 16
   238: E[0:00:02]-R[0:00:13]: Return=    -1.002, Steps=   3, Features = 16
   380: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   522: E[0:00:04]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   675: E[0:00:05]-R[0:00:10]: Return=     0.987, Steps=  14, Features = 16
   825: E[0:00:06]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
   969: E[0:00:07]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1114: E[0:00:08]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1256: E[0:00:09]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1398: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1537: E[0:00:11]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1674: E[0:00:12]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1823: E[0:00:13]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  1973: E[0:00:14]-R[0:00:00]: Return=     0.987, Steps=  14, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:14
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.6116, Steps=12.6, Features = 16
    84: E[0:00:01]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   212: E[0:00:02]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   346: E[0:00:03]-R[0:00:13]: Return=     0.979, Steps=  22, Features = 16
   482: E[0:00:04]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   624: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   756: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   890: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1022: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1156: E[0:00:09]-R[0:00:06]: Return=    -1.003, Steps=   4, Features = 16
  1294: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1426: E[0:00:11]-R[0:00:04]: Return=    -1.005, Steps=   6, Features = 16
  1556: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1686: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1812: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1938: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.796, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=   -0.2084, Steps= 9.4, Features = 16
   108: E[0:00:01]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   238: E[0:00:02]-R[0:00:13]: Return=    -1.002, Steps=   3, Features = 16
   379: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   532: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   671: E[0:00:05]-R[0:00:10]: Return=     0.985, Steps=  16, Features = 16
   815: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   966: E[0:00:07]-R[0:00:07]: Return=     0.985, Steps=  16, Features = 16
  1112: E[0:00:08]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1257: E[0:00:09]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1403: E[0:00:10]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1545: E[0:00:11]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1689: E[0:00:12]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1834: E[0:00:13]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1976: E[0:00:14]-R[0:00:00]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9934, Steps= 7.6, Features = 16
Total Experiment Duration 0:00:14
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.3835, Steps=17.5, Features = 16
   106: E[0:00:01]-R[0:00:13]: Return=    -1.032, Steps=  33, Features = 16
   244: E[0:00:02]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   389: E[0:00:03]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   533: E[0:00:04]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   672: E[0:00:05]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   818: E[0:00:06]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
   962: E[0:00:07]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1102: E[0:00:08]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1252: E[0:00:09]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  1385: E[0:00:10]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1526: E[0:00:11]-R[0:00:03]: Return=    -1.006, Steps=   7, Features = 16
  1673: E[0:00:12]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1821: E[0:00:13]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1961: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9948, Steps= 6.2, Features = 16
Total Experiment Duration 0:00:14
Output:			./Results/Experiment10/
