     0: >>> E[0:00:00]-R[?]: Return=     -0.61, Steps=11.0, Features = 16
   406: E[0:00:03]-R[0:00:11]: Return=     0.891, Steps= 110, Features = 16
   555: E[0:00:04]-R[0:00:10]: Return=     0.983, Steps=  18, Features = 16
   688: E[0:00:05]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   826: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
   972: E[0:00:07]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1116: E[0:00:08]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1260: E[0:00:09]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1396: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1537: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1689: E[0:00:12]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 16
  1842: E[0:00:13]-R[0:00:01]: Return=    -1.012, Steps=  13, Features = 16
  1987: E[0:00:14]-R[0:00:00]: Return=     0.989, Steps=  12, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=     0.996, Steps= 5.0, Features = 16
Total Experiment Duration 0:00:14
     1: >>> E[0:00:15]-R[8:09:43]: Return=    0.7959, Steps= 5.1, Features = 16
     1: >>> E[0:00:31]-R[17:04:48]: Return=    0.9962, Steps= 4.8, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7024, Steps=98.6, Features = 16
    90: E[0:00:01]-R[0:00:13]: Return=     0.911, Steps=  90, Features = 16
   234: E[0:00:02]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
   386: E[0:00:03]-R[0:00:11]: Return=     0.957, Steps=  44, Features = 16
   526: E[0:00:04]-R[0:00:10]: Return=    -1.003, Steps=   4, Features = 16
   664: E[0:00:05]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   810: E[0:00:06]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
   946: E[0:00:07]-R[0:00:08]: Return=     0.977, Steps=  24, Features = 16
  1098: E[0:00:08]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1248: E[0:00:09]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1388: E[0:00:10]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1532: E[0:00:11]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1676: E[0:00:12]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1814: E[0:00:13]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1950: E[0:00:14]-R[0:00:00]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9956, Steps= 5.4, Features = 16
Total Experiment Duration 0:00:14
     1: >>> E[0:00:15]-R[8:13:42]: Return=    0.7956, Steps= 5.4, Features = 16
     1: >>> E[0:00:31]-R[17:03:46]: Return=    0.9962, Steps= 4.8, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9952, Steps= 5.8, Features = 16
    90: E[0:00:01]-R[0:00:15]: Return=     0.989, Steps=  12, Features = 16
   211: E[0:00:02]-R[0:00:15]: Return=     0.997, Steps=   4, Features = 16
   350: E[0:00:03]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   489: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   627: E[0:00:05]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   763: E[0:00:06]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
   909: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1044: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1179: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1324: E[0:00:10]-R[0:00:05]: Return=     0.989, Steps=  12, Features = 16
  1459: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1604: E[0:00:12]-R[0:00:03]: Return=     0.983, Steps=  18, Features = 16
  1737: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1876: E[0:00:14]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9952, Steps= 5.8, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:30:59]: Return=    0.7947, Steps= 6.3, Features = 16
     1: >>> E[0:00:32]-R[17:33:21]: Return=    0.7955, Steps= 5.5, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9916, Steps= 9.4, Features = 16
   122: E[0:00:01]-R[0:00:14]: Return=     0.965, Steps=  36, Features = 16
   258: E[0:00:02]-R[0:00:13]: Return=     0.985, Steps=  16, Features = 16
   396: E[0:00:03]-R[0:00:12]: Return=     0.987, Steps=  14, Features = 16
   534: E[0:00:04]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   682: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   828: E[0:00:06]-R[0:00:09]: Return=     0.987, Steps=  14, Features = 16
   964: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1100: E[0:00:08]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  1241: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1379: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1523: E[0:00:11]-R[0:00:04]: Return=     0.987, Steps=  14, Features = 16
  1653: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1791: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1931: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:23:42]: Return=    0.9956, Steps= 5.4, Features = 16
     1: >>> E[0:00:31]-R[16:57:34]: Return=     0.994, Steps= 7.0, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7139, Steps=87.1, Features = 16
    90: E[0:00:01]-R[0:00:12]: Return=     0.975, Steps=  26, Features = 16
   236: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   392: E[0:00:03]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   537: E[0:00:04]-R[0:00:10]: Return=     0.981, Steps=  20, Features = 16
   680: E[0:00:05]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   814: E[0:00:06]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
   953: E[0:00:07]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1103: E[0:00:08]-R[0:00:06]: Return=    -1.022, Steps=  23, Features = 16
  1244: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1384: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1528: E[0:00:11]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1676: E[0:00:12]-R[0:00:02]: Return=     0.979, Steps=  22, Features = 16
  1820: E[0:00:13]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  1958: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9948, Steps= 6.2, Features = 16
Total Experiment Duration 0:00:14
     1: >>> E[0:00:15]-R[8:07:43]: Return=    0.9938, Steps= 7.2, Features = 16
     1: >>> E[0:00:30]-R[16:50:59]: Return=    0.9964, Steps= 4.6, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    -1.003, Steps= 4.2, Features = 16
    83: E[0:00:01]-R[0:00:14]: Return=    -1.006, Steps=   7, Features = 16
   211: E[0:00:02]-R[0:00:14]: Return=    -1.002, Steps=   3, Features = 16
   368: E[0:00:03]-R[0:00:12]: Return=     -1.02, Steps=  21, Features = 16
   508: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   645: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   786: E[0:00:06]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=    -1.002, Steps=   3, Features = 16
  1055: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1189: E[0:00:09]-R[0:00:06]: Return=    -1.004, Steps=   5, Features = 16
  1326: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1468: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1603: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1745: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=    -1.022, Steps=  23, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.3951, Steps= 5.9, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:19:56]: Return=    0.9954, Steps= 5.6, Features = 16
     1: >>> E[0:00:31]-R[16:56:56]: Return=    0.7949, Steps= 6.1, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    -1.003, Steps= 3.8, Features = 16
    99: E[0:00:01]-R[0:00:15]: Return=     0.995, Steps=   6, Features = 16
   264: E[0:00:02]-R[0:00:13]: Return=     0.925, Steps=  76, Features = 16
   432: E[0:00:03]-R[0:00:11]: Return=    -1.032, Steps=  33, Features = 16
   582: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   737: E[0:00:05]-R[0:00:09]: Return=     0.979, Steps=  22, Features = 16
   917: E[0:00:06]-R[0:00:08]: Return=     0.961, Steps=  40, Features = 16
  1095: E[0:00:08]-R[0:00:06]: Return=     0.929, Steps=  72, Features = 16
  1244: E[0:00:09]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  1416: E[0:00:10]-R[0:00:04]: Return=     0.975, Steps=  26, Features = 16
  1566: E[0:00:11]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1751: E[0:00:12]-R[0:00:02]: Return=     -1.04, Steps=  41, Features = 16
  1905: E[0:00:13]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=     0.994, Steps= 7.0, Features = 16
Total Experiment Duration 0:00:14
     1: >>> E[0:00:14]-R[7:52:06]: Return=    0.9964, Steps= 4.6, Features = 16
     1: >>> E[0:00:30]-R[16:36:08]: Return=    0.9964, Steps= 4.6, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7946, Steps= 6.4, Features = 16
    82: E[0:00:01]-R[0:00:15]: Return=     0.997, Steps=   4, Features = 16
   204: E[0:00:02]-R[0:00:15]: Return=     0.995, Steps=   6, Features = 16
   340: E[0:00:03]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   462: E[0:00:04]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   598: E[0:00:05]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   742: E[0:00:06]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   882: E[0:00:07]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
  1016: E[0:00:08]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1148: E[0:00:09]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1282: E[0:00:10]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1426: E[0:00:11]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1578: E[0:00:12]-R[0:00:03]: Return=     0.981, Steps=  20, Features = 16
  1714: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1854: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1990: E[0:00:15]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9936, Steps= 7.4, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:36:11]: Return=    0.7946, Steps= 6.4, Features = 16
     1: >>> E[0:00:31]-R[17:23:01]: Return=    0.9958, Steps= 5.2, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    -1.003, Steps= 4.2, Features = 16
   117: E[0:00:01]-R[0:00:14]: Return=    -1.018, Steps=  19, Features = 16
   269: E[0:00:02]-R[0:00:12]: Return=    -1.048, Steps=  49, Features = 16
   421: E[0:00:03]-R[0:00:11]: Return=    -1.008, Steps=   9, Features = 16
   570: E[0:00:04]-R[0:00:10]: Return=     0.969, Steps=  32, Features = 16
   716: E[0:00:05]-R[0:00:09]: Return=    -1.002, Steps=   3, Features = 16
   855: E[0:00:06]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
   988: E[0:00:07]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1123: E[0:00:08]-R[0:00:06]: Return=    -1.002, Steps=   3, Features = 16
  1258: E[0:00:09]-R[0:00:05]: Return=    -1.002, Steps=   3, Features = 16
  1385: E[0:00:10]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  1515: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1651: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1793: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1919: E[0:00:14]-R[0:00:01]: Return=    -1.006, Steps=   7, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.3955, Steps= 5.5, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:20:02]: Return=    0.7963, Steps= 4.7, Features = 16
     1: >>> E[0:00:31]-R[16:58:42]: Return=     0.996, Steps= 5.0, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9946, Steps= 6.4, Features = 16
    82: E[0:00:01]-R[0:00:16]: Return=     0.997, Steps=   4, Features = 16
   198: E[0:00:02]-R[0:00:16]: Return=     0.991, Steps=  10, Features = 16
   322: E[0:00:03]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   452: E[0:00:04]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   584: E[0:00:05]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   728: E[0:00:06]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   856: E[0:00:07]-R[0:00:09]: Return=     0.993, Steps=   8, Features = 16
   992: E[0:00:08]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1116: E[0:00:09]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1246: E[0:00:10]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1382: E[0:00:11]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1522: E[0:00:12]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1666: E[0:00:13]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1804: E[0:00:14]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1944: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:16]-R[0:00:00]: Return=    0.9936, Steps= 7.4, Features = 16
Total Experiment Duration 0:00:16
     1: >>> E[0:00:16]-R[8:54:56]: Return=    0.7944, Steps= 6.6, Features = 16
     1: >>> E[0:00:32]-R[17:40:22]: Return=    0.9946, Steps= 6.4, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9946, Steps= 6.4, Features = 16
    96: E[0:00:01]-R[0:00:15]: Return=     0.995, Steps=   6, Features = 16
   230: E[0:00:02]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   378: E[0:00:03]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   518: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   660: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   800: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   935: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1071: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1200: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1324: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1460: E[0:00:11]-R[0:00:04]: Return=     0.987, Steps=  14, Features = 16
  1595: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1721: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1857: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  1991: E[0:00:15]-R[0:00:00]: Return=     0.983, Steps=  18, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9936, Steps= 7.4, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:16]-R[8:43:35]: Return=    0.7945, Steps= 6.5, Features = 16
     1: >>> E[0:00:31]-R[17:22:04]: Return=    0.9952, Steps= 5.8, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.9916, Steps= 9.4, Features = 16
   122: E[0:00:01]-R[0:00:13]: Return=     0.965, Steps=  36, Features = 16
   258: E[0:00:02]-R[0:00:13]: Return=     0.985, Steps=  16, Features = 16
   404: E[0:00:03]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
   538: E[0:00:04]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   670: E[0:00:05]-R[0:00:10]: Return=     0.987, Steps=  14, Features = 16
   807: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   949: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1093: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1239: E[0:00:09]-R[0:00:06]: Return=     0.989, Steps=  12, Features = 16
  1383: E[0:00:10]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1529: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1676: E[0:00:12]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1820: E[0:00:13]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1966: E[0:00:14]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:15:41]: Return=    0.7957, Steps= 5.3, Features = 16
     1: >>> E[0:00:30]-R[16:44:19]: Return=    0.9956, Steps= 5.4, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7964, Steps= 4.6, Features = 16
   106: E[0:00:01]-R[0:00:14]: Return=     0.997, Steps=   4, Features = 16
   238: E[0:00:02]-R[0:00:13]: Return=    -1.011, Steps=  12, Features = 16
   378: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   518: E[0:00:04]-R[0:00:11]: Return=     0.991, Steps=  10, Features = 16
   654: E[0:00:05]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
   786: E[0:00:06]-R[0:00:09]: Return=    -1.003, Steps=   4, Features = 16
   922: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1052: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1192: E[0:00:09]-R[0:00:06]: Return=     0.989, Steps=  12, Features = 16
  1324: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1458: E[0:00:11]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.973, Steps=  28, Features = 16
  1764: E[0:00:13]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  1906: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.7948, Steps= 6.2, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:24:03]: Return=    0.9958, Steps= 5.2, Features = 16
     1: >>> E[0:00:31]-R[17:22:51]: Return=    0.5956, Steps= 5.4, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5962, Steps= 4.8, Features = 16
    85: E[0:00:01]-R[0:00:15]: Return=     0.993, Steps=   8, Features = 16
   212: E[0:00:02]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
   356: E[0:00:03]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   494: E[0:00:04]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.987, Steps=  14, Features = 16
   778: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   929: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1063: E[0:00:08]-R[0:00:07]: Return=     0.997, Steps=   4, Features = 16
  1201: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1339: E[0:00:10]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1480: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1617: E[0:00:12]-R[0:00:03]: Return=     0.983, Steps=  18, Features = 16
  1753: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1893: E[0:00:14]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.994, Steps= 7.0, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:27:31]: Return=    0.7947, Steps= 6.3, Features = 16
     1: >>> E[0:00:31]-R[16:56:17]: Return=    0.9934, Steps= 7.6, Features = 16
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.7949, Steps= 6.1, Features = 16
   103: E[0:00:01]-R[0:00:14]: Return=    -1.006, Steps=   7, Features = 16
   243: E[0:00:02]-R[0:00:13]: Return=     0.989, Steps=  12, Features = 16
   385: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   531: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   674: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   816: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   951: E[0:00:07]-R[0:00:08]: Return=     0.997, Steps=   4, Features = 16
  1103: E[0:00:08]-R[0:00:07]: Return=     0.983, Steps=  18, Features = 16
  1238: E[0:00:09]-R[0:00:06]: Return=     0.983, Steps=  18, Features = 16
  1379: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1521: E[0:00:11]-R[0:00:04]: Return=     0.989, Steps=  12, Features = 16
  1660: E[0:00:12]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1801: E[0:00:13]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1947: E[0:00:14]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=     0.995, Steps= 6.0, Features = 16
Total Experiment Duration 0:00:15
     1: >>> E[0:00:15]-R[8:18:49]: Return=    0.7945, Steps= 6.5, Features = 16
     1: >>> E[0:00:30]-R[16:45:26]: Return=    0.9964, Steps= 4.6, Features = 16
Output:			./Results/Experiment10/
