     0: >>> E[0:00:00]-R[?]: Return=    0.9892, Steps=11.8, Features = 16
  2000: >>> E[0:00:14]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:14
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:14]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   643: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1334: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1470: E[0:00:11]-R[0:00:04]: Return=     0.977, Steps=  24, Features = 16
  1602: E[0:00:12]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  1738: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1880: E[0:00:14]-R[0:00:01]: Return=     0.967, Steps=  34, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   231: E[0:00:02]-R[0:00:13]: Return=     0.997, Steps=   4, Features = 16
   372: E[0:00:03]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   514: E[0:00:04]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
   661: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   805: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   947: E[0:00:07]-R[0:00:08]: Return=     0.993, Steps=   8, Features = 16
  1095: E[0:00:08]-R[0:00:07]: Return=     0.987, Steps=  14, Features = 16
  1228: E[0:00:09]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  1366: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
  1508: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1642: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1776: E[0:00:13]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1914: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   217: E[0:00:02]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
   336: E[0:00:03]-R[0:00:14]: Return=    -1.004, Steps=   5, Features = 16
   474: E[0:00:04]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   617: E[0:00:05]-R[0:00:11]: Return=     0.997, Steps=   4, Features = 16
   747: E[0:00:06]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   879: E[0:00:07]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
  1015: E[0:00:08]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1150: E[0:00:09]-R[0:00:07]: Return=    -1.006, Steps=   7, Features = 16
  1274: E[0:00:10]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1408: E[0:00:11]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  1546: E[0:00:12]-R[0:00:04]: Return=     0.997, Steps=   4, Features = 16
  1684: E[0:00:13]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  1822: E[0:00:14]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  1968: E[0:00:15]-R[0:00:00]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   627: E[0:00:05]-R[0:00:11]: Return=     0.995, Steps=   6, Features = 16
   767: E[0:00:06]-R[0:00:10]: Return=     0.985, Steps=  16, Features = 16
   907: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1043: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1176: E[0:00:09]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1312: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1446: E[0:00:11]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1578: E[0:00:12]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1714: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1842: E[0:00:14]-R[0:00:01]: Return=     0.997, Steps=   4, Features = 16
  1974: E[0:00:15]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:15]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:13]: Return=     0.985, Steps=  16, Features = 16
   494: E[0:00:04]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   639: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1063: E[0:00:08]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1334: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1484: E[0:00:11]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  1626: E[0:00:12]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  1760: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1896: E[0:00:14]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   271: E[0:00:02]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
   402: E[0:00:03]-R[0:00:12]: Return=     0.997, Steps=   4, Features = 16
   542: E[0:00:04]-R[0:00:11]: Return=     0.987, Steps=  14, Features = 16
   679: E[0:00:05]-R[0:00:10]: Return=     0.997, Steps=   4, Features = 16
   823: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   973: E[0:00:07]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1113: E[0:00:08]-R[0:00:07]: Return=     0.991, Steps=  10, Features = 16
  1256: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1402: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1546: E[0:00:11]-R[0:00:03]: Return=     0.997, Steps=   4, Features = 16
  1690: E[0:00:12]-R[0:00:02]: Return=     0.995, Steps=   6, Features = 16
  1828: E[0:00:13]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  1974: E[0:00:14]-R[0:00:00]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:14]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   779: E[0:00:06]-R[0:00:09]: Return=     0.995, Steps=   6, Features = 16
   919: E[0:00:07]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1194: E[0:00:09]-R[0:00:06]: Return=     0.991, Steps=  10, Features = 16
  1334: E[0:00:10]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  1470: E[0:00:11]-R[0:00:04]: Return=     0.977, Steps=  24, Features = 16
  1614: E[0:00:12]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  1742: E[0:00:13]-R[0:00:02]: Return=     0.997, Steps=   4, Features = 16
  1886: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
   153: E[0:00:01]-R[0:00:13]: Return=     0.943, Steps=  58, Features = 16
   285: E[0:00:02]-R[0:00:12]: Return=     0.995, Steps=   6, Features = 16
   430: E[0:00:03]-R[0:00:11]: Return=     0.985, Steps=  16, Features = 16
   572: E[0:00:04]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
   691: E[0:00:05]-R[0:00:10]: Return=     0.989, Steps=  12, Features = 16
   837: E[0:00:06]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
   973: E[0:00:07]-R[0:00:08]: Return=     0.987, Steps=  14, Features = 16
  1117: E[0:00:08]-R[0:00:06]: Return=     0.997, Steps=   4, Features = 16
  1256: E[0:00:09]-R[0:00:05]: Return=     0.991, Steps=  10, Features = 16
  1392: E[0:00:10]-R[0:00:04]: Return=     0.995, Steps=   6, Features = 16
  1526: E[0:00:11]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1656: E[0:00:12]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  1790: E[0:00:13]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  1928: E[0:00:14]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:15]-R[0:00:00]: Return=    0.9958, Steps= 5.2, Features = 16
Total Experiment Duration 0:00:15
Output:			./Results/Experiment10/
     0: >>> E[0:00:00]-R[?]: Return=    0.5808, Steps=20.2, Features = 16
    95: E[0:00:01]-R[0:00:13]: Return=    -1.026, Steps=  27, Features = 16
   227: E[0:00:02]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
   366: E[0:00:03]-R[0:00:12]: Return=     0.985, Steps=  16, Features = 16
   506: E[0:00:04]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
   649: E[0:00:05]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
   783: E[0:00:06]-R[0:00:09]: Return=     0.997, Steps=   4, Features = 16
   925: E[0:00:07]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  1057: E[0:00:08]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  1184: E[0:00:09]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  1316: E[0:00:10]-R[0:00:05]: Return=     0.997, Steps=   4, Features = 16
