     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
 34920: E[0:05:00]-R[0:16:29]: Return=    -1.147, Steps= 148, Features = 25
 35138: E[0:05:02]-R[0:16:27]: Return=    -1.217, Steps= 218, Features = 25
 35260: E[0:05:03]-R[0:16:26]: Return=    -1.065, Steps=  66, Features = 25
 35422: E[0:05:04]-R[0:16:25]: Return=    -1.161, Steps= 162, Features = 25
 35558: E[0:05:06]-R[0:16:23]: Return=    -1.063, Steps=  64, Features = 25
 35702: E[0:05:07]-R[0:16:22]: Return=    -1.077, Steps=  78, Features = 25
 35852: E[0:05:08]-R[0:16:21]: Return=    -1.055, Steps=  56, Features = 25
 36050: E[0:05:10]-R[0:16:19]: Return=    -1.197, Steps= 198, Features = 25
 36260: E[0:05:11]-R[0:16:17]: Return=    -1.209, Steps= 210, Features = 25
 36402: E[0:05:13]-R[0:16:15]: Return=    -1.141, Steps= 142, Features = 25
 36620: E[0:05:14]-R[0:16:13]: Return=    -1.217, Steps= 218, Features = 25
 36762: E[0:05:16]-R[0:16:12]: Return=    -1.141, Steps= 142, Features = 25
 36884: E[0:05:17]-R[0:16:11]: Return=    -1.049, Steps=  50, Features = 25
 37016: E[0:05:18]-R[0:16:10]: Return=    -1.131, Steps= 132, Features = 25
 37244: E[0:05:20]-R[0:16:08]: Return=    -1.157, Steps= 158, Features = 25
 37636: E[0:05:23]-R[0:16:05]: Return=    -1.297, Steps= 298, Features = 25
 37796: E[0:05:25]-R[0:16:04]: Return=    -1.159, Steps= 160, Features = 25
 37924: E[0:05:26]-R[0:16:03]: Return=    -1.127, Steps= 128, Features = 25
 38058: E[0:05:27]-R[0:16:01]: Return=    -1.113, Steps= 114, Features = 25
 38294: E[0:05:29]-R[0:15:59]: Return=    -1.151, Steps= 152, Features = 25
 38420: E[0:05:30]-R[0:15:58]: Return=    -1.125, Steps= 126, Features = 25
 38548: E[0:05:31]-R[0:15:57]: Return=    -1.111, Steps= 112, Features = 25
 38678: E[0:05:32]-R[0:15:56]: Return=    -1.087, Steps=  88, Features = 25
 38870: E[0:05:34]-R[0:15:55]: Return=    -1.099, Steps= 100, Features = 25
 39024: E[0:05:35]-R[0:15:53]: Return=    -1.153, Steps= 154, Features = 25
 39150: E[0:05:36]-R[0:15:53]: Return=    -1.049, Steps=  50, Features = 25
 39318: E[0:05:38]-R[0:15:51]: Return=    -1.131, Steps= 132, Features = 25
 39564: E[0:05:40]-R[0:15:49]: Return=    -1.143, Steps= 144, Features = 25
 39704: E[0:05:41]-R[0:15:48]: Return=    -1.059, Steps=  60, Features = 25
 40006: E[0:05:44]-R[0:15:46]: Return=    -1.189, Steps= 190, Features = 25
 40130: E[0:05:45]-R[0:15:45]: Return=    -1.123, Steps= 124, Features = 25
 40302: E[0:05:47]-R[0:15:43]: Return=    -1.147, Steps= 148, Features = 25
 40476: E[0:05:48]-R[0:15:42]: Return=    -1.103, Steps= 104, Features = 25
 40698: E[0:05:50]-R[0:15:40]: Return=    -1.221, Steps= 222, Features = 25
 40904: E[0:05:52]-R[0:15:38]: Return=    -1.205, Steps= 206, Features = 25
 41028: E[0:05:53]-R[0:15:38]: Return=    -1.051, Steps=  52, Features = 25
 41178: E[0:05:54]-R[0:15:37]: Return=    -1.149, Steps= 150, Features = 25
 41364: E[0:05:56]-R[0:15:35]: Return=    -1.155, Steps= 156, Features = 25
 41528: E[0:05:57]-R[0:15:34]: Return=    -1.153, Steps= 154, Features = 25
 41722: E[0:05:59]-R[0:15:33]: Return=    -1.193, Steps= 194, Features = 25
 41930: E[0:06:01]-R[0:15:31]: Return=    -1.167, Steps= 168, Features = 25
 42124: E[0:06:03]-R[0:15:29]: Return=    -1.169, Steps= 170, Features = 25
 42254: E[0:06:04]-R[0:15:28]: Return=    -1.057, Steps=  58, Features = 25
 42498: E[0:06:06]-R[0:15:26]: Return=    -1.155, Steps= 156, Features = 25
 42648: E[0:06:07]-R[0:15:25]: Return=    -1.063, Steps=  64, Features = 25
 42790: E[0:06:09]-R[0:15:24]: Return=    -1.055, Steps=  56, Features = 25
 42966: E[0:06:10]-R[0:15:22]: Return=    -1.119, Steps= 120, Features = 25
 43206: E[0:06:12]-R[0:15:21]: Return=    -1.239, Steps= 240, Features = 25
 43386: E[0:06:14]-R[0:15:19]: Return=     0.917, Steps=  84, Features = 25
 43550: E[0:06:16]-R[0:15:18]: Return=    -1.053, Steps=  54, Features = 25
 43842: E[0:06:18]-R[0:15:15]: Return=    -1.291, Steps= 292, Features = 25
 43972: E[0:06:19]-R[0:15:14]: Return=    -1.021, Steps=  22, Features = 25
 44156: E[0:06:21]-R[0:15:13]: Return=    -1.101, Steps= 102, Features = 25
 44418: E[0:06:23]-R[0:15:10]: Return=    -1.153, Steps= 154, Features = 25
 44654: E[0:06:25]-R[0:15:08]: Return=    -1.235, Steps= 236, Features = 25
 44822: E[0:06:26]-R[0:15:07]: Return=    -1.167, Steps= 168, Features = 25
 44960: E[0:06:28]-R[0:15:06]: Return=    -1.137, Steps= 138, Features = 25
 45150: E[0:06:29]-R[0:15:04]: Return=    -1.189, Steps= 190, Features = 25
 45430: E[0:06:32]-R[0:15:02]: Return=    -1.247, Steps= 248, Features = 25
 45546: E[0:06:33]-R[0:15:01]: Return=    -1.115, Steps= 116, Features = 25
 45860: E[0:06:36]-R[0:14:59]: Return=    -1.279, Steps= 280, Features = 25
 46022: E[0:06:37]-R[0:14:57]: Return=    -1.103, Steps= 104, Features = 25
 46182: E[0:06:38]-R[0:14:56]: Return=    -1.095, Steps=  96, Features = 25
 46306: E[0:06:39]-R[0:14:55]: Return=    -1.123, Steps= 124, Features = 25
 46438: E[0:06:41]-R[0:14:54]: Return=    -1.067, Steps=  68, Features = 25
 46628: E[0:06:42]-R[0:14:52]: Return=    -1.189, Steps= 190, Features = 25
 46864: E[0:06:44]-R[0:14:50]: Return=    -1.125, Steps= 126, Features = 25
 47080: E[0:06:46]-R[0:14:48]: Return=    -1.173, Steps= 174, Features = 25
 47274: E[0:06:48]-R[0:14:47]: Return=    -1.193, Steps= 194, Features = 25
 47420: E[0:06:49]-R[0:14:45]: Return=    -1.145, Steps= 146, Features = 25
 47754: E[0:06:52]-R[0:14:43]: Return=    -1.281, Steps= 282, Features = 25
 47886: E[0:06:54]-R[0:14:42]: Return=    -1.081, Steps=  82, Features = 25
 48036: E[0:06:55]-R[0:14:41]: Return=    -1.149, Steps= 150, Features = 25
 48326: E[0:06:57]-R[0:14:38]: Return=    -1.215, Steps= 216, Features = 25
 48594: E[0:07:00]-R[0:14:36]: Return=    -1.155, Steps= 156, Features = 25
 48742: E[0:07:01]-R[0:14:35]: Return=    -1.147, Steps= 148, Features = 25
 48972: E[0:07:03]-R[0:14:33]: Return=    -1.189, Steps= 190, Features = 25
 49138: E[0:07:04]-R[0:14:31]: Return=    -1.079, Steps=  80, Features = 25
 49296: E[0:07:06]-R[0:14:30]: Return=    -1.059, Steps=  60, Features = 25
 49456: E[0:07:07]-R[0:14:29]: Return=    -1.159, Steps= 160, Features = 25
 49596: E[0:07:08]-R[0:14:27]: Return=    -1.069, Steps=  70, Features = 25
 49896: E[0:07:11]-R[0:14:25]: Return=    -1.205, Steps= 206, Features = 25
 50454: E[0:07:16]-R[0:14:20]: Return=    -1.479, Steps= 480, Features = 25
 50584: E[0:07:17]-R[0:14:19]: Return=    -1.073, Steps=  74, Features = 25
 50864: E[0:07:19]-R[0:14:17]: Return=    -1.279, Steps= 280, Features = 25
 51012: E[0:07:21]-R[0:14:15]: Return=    -1.103, Steps= 104, Features = 25
 51188: E[0:07:22]-R[0:14:14]: Return=    -1.077, Steps=  78, Features = 25
 51336: E[0:07:24]-R[0:14:13]: Return=    -1.121, Steps= 122, Features = 25
 51454: E[0:07:25]-R[0:14:12]: Return=    -1.075, Steps=  76, Features = 25
 51694: E[0:07:27]-R[0:14:10]: Return=     0.869, Steps= 132, Features = 25
 51864: E[0:07:28]-R[0:14:08]: Return=    -1.065, Steps=  66, Features = 25
 52086: E[0:07:30]-R[0:14:06]: Return=    -1.123, Steps= 124, Features = 25
 52270: E[0:07:32]-R[0:14:05]: Return=    -1.151, Steps= 152, Features = 25
 52572: E[0:07:34]-R[0:14:02]: Return=    -1.249, Steps= 250, Features = 25
 52730: E[0:07:36]-R[0:14:01]: Return=    -1.053, Steps=  54, Features = 25
 52954: E[0:07:38]-R[0:13:59]: Return=    -1.175, Steps= 176, Features = 25
 53118: E[0:07:39]-R[0:13:58]: Return=    -1.163, Steps= 164, Features = 25
 53428: E[0:07:42]-R[0:13:55]: Return=    -1.213, Steps= 214, Features = 25
 53672: E[0:07:44]-R[0:13:53]: Return=    -1.243, Steps= 244, Features = 25
 54090: E[0:07:48]-R[0:13:49]: Return=    -1.373, Steps= 374, Features = 25
 54254: E[0:07:49]-R[0:13:48]: Return=    -1.163, Steps= 164, Features = 25
 54388: E[0:07:50]-R[0:13:47]: Return=    -1.133, Steps= 134, Features = 25
 54592: E[0:07:52]-R[0:13:45]: Return=    -1.115, Steps= 116, Features = 25
 54790: E[0:07:54]-R[0:13:43]: Return=    -1.087, Steps=  88, Features = 25
 54924: E[0:07:55]-R[0:13:42]: Return=    -1.113, Steps= 114, Features = 25
 55066: E[0:07:56]-R[0:13:41]: Return=    -1.141, Steps= 142, Features = 25
 55228: E[0:07:58]-R[0:13:39]: Return=    -1.061, Steps=  62, Features = 25
 55508: E[0:08:00]-R[0:13:37]: Return=    -1.279, Steps= 280, Features = 25
 55892: E[0:08:03]-R[0:13:34]: Return=    -1.383, Steps= 384, Features = 25
 56066: E[0:08:05]-R[0:13:32]: Return=    -1.081, Steps=  82, Features = 25
 56460: E[0:08:08]-R[0:13:29]: Return=    -1.393, Steps= 394, Features = 25
 56730: E[0:08:10]-R[0:13:26]: Return=    -1.161, Steps= 162, Features = 25
 56844: E[0:08:12]-R[0:13:25]: Return=    -1.043, Steps=  44, Features = 25
 57052: E[0:08:13]-R[0:13:24]: Return=    -1.095, Steps=  96, Features = 25
 57240: E[0:08:15]-R[0:13:22]: Return=    -1.187, Steps= 188, Features = 25
 57574: E[0:08:18]-R[0:13:19]: Return=    -1.279, Steps= 280, Features = 25
 57736: E[0:08:19]-R[0:13:18]: Return=    -1.135, Steps= 136, Features = 25
 58110: E[0:08:23]-R[0:13:15]: Return=    -1.281, Steps= 282, Features = 25
 58338: E[0:08:25]-R[0:13:13]: Return=    -1.227, Steps= 228, Features = 25
 58464: E[0:08:26]-R[0:13:12]: Return=     0.923, Steps=  78, Features = 25
 58662: E[0:08:27]-R[0:13:10]: Return=     0.803, Steps= 198, Features = 25
 58982: E[0:08:30]-R[0:13:07]: Return=    -1.207, Steps= 208, Features = 25
 59114: E[0:08:31]-R[0:13:06]: Return=    -1.117, Steps= 118, Features = 25
 59406: E[0:08:34]-R[0:13:04]: Return=    -1.205, Steps= 206, Features = 25
 59722: E[0:08:37]-R[0:13:01]: Return=    -1.205, Steps= 206, Features = 25
 59850: E[0:08:38]-R[0:13:00]: Return=    -1.127, Steps= 128, Features = 25
 59976: E[0:08:39]-R[0:12:59]: Return=    -1.043, Steps=  44, Features = 25
 60380: E[0:08:42]-R[0:12:55]: Return=    -1.403, Steps= 404, Features = 25
 60636: E[0:08:45]-R[0:12:53]: Return=    -1.209, Steps= 210, Features = 25
 60758: E[0:08:46]-R[0:12:52]: Return=    -1.017, Steps=  18, Features = 25
 61008: E[0:08:48]-R[0:12:50]: Return=    -1.135, Steps= 136, Features = 25
 61262: E[0:08:50]-R[0:12:48]: Return=    -1.169, Steps= 170, Features = 25
 61408: E[0:08:51]-R[0:12:47]: Return=    -1.033, Steps=  34, Features = 25
 61668: E[0:08:54]-R[0:12:45]: Return=    -1.259, Steps= 260, Features = 25
 61800: E[0:08:55]-R[0:12:43]: Return=    -1.097, Steps=  98, Features = 25
 61954: E[0:08:56]-R[0:12:42]: Return=    -1.067, Steps=  68, Features = 25
 62436: E[0:09:01]-R[0:12:38]: Return=     0.593, Steps= 408, Features = 25
 62632: E[0:09:02]-R[0:12:37]: Return=    -1.167, Steps= 168, Features = 25
 62772: E[0:09:04]-R[0:12:35]: Return=    -1.053, Steps=  54, Features = 25
 63274: E[0:09:08]-R[0:12:31]: Return=    -1.415, Steps= 416, Features = 25
 63642: E[0:09:11]-R[0:12:28]: Return=    -1.355, Steps= 356, Features = 25
 63852: E[0:09:13]-R[0:12:26]: Return=    -1.113, Steps= 114, Features = 25
 63966: E[0:09:14]-R[0:12:25]: Return=    -1.047, Steps=  48, Features = 25
 64078: E[0:09:15]-R[0:12:24]: Return=    -1.111, Steps= 112, Features = 25
 64236: E[0:09:16]-R[0:12:23]: Return=    -1.141, Steps= 142, Features = 25
 64370: E[0:09:18]-R[0:12:22]: Return=    -1.069, Steps=  70, Features = 25
 64640: E[0:09:20]-R[0:12:20]: Return=    -1.203, Steps= 204, Features = 25
 64786: E[0:09:21]-R[0:12:18]: Return=    -1.145, Steps= 146, Features = 25
 64914: E[0:09:22]-R[0:12:17]: Return=     0.913, Steps=  88, Features = 25
 65128: E[0:09:24]-R[0:12:15]: Return=    -1.129, Steps= 130, Features = 25
 65316: E[0:09:26]-R[0:12:14]: Return=    -1.187, Steps= 188, Features = 25
 65476: E[0:09:27]-R[0:12:12]: Return=    -1.159, Steps= 160, Features = 25
 65638: E[0:09:29]-R[0:12:11]: Return=    -1.161, Steps= 162, Features = 25
 65832: E[0:09:30]-R[0:12:09]: Return=    -1.159, Steps= 160, Features = 25
 65972: E[0:09:32]-R[0:12:08]: Return=    -1.057, Steps=  58, Features = 25
 66122: E[0:09:33]-R[0:12:07]: Return=    -1.149, Steps= 150, Features = 25
 66320: E[0:09:35]-R[0:12:05]: Return=    -1.189, Steps= 190, Features = 25
 66452: E[0:09:36]-R[0:12:04]: Return=    -1.077, Steps=  78, Features = 25
 66674: E[0:09:38]-R[0:12:02]: Return=    -1.125, Steps= 126, Features = 25
 66790: E[0:09:39]-R[0:12:01]: Return=     0.971, Steps=  30, Features = 25
 66956: E[0:09:41]-R[0:12:00]: Return=    -1.083, Steps=  84, Features = 25
 67098: E[0:09:42]-R[0:11:59]: Return=     0.965, Steps=  36, Features = 25
 67556: E[0:09:46]-R[0:11:55]: Return=    -1.451, Steps= 452, Features = 25
 67682: E[0:09:47]-R[0:11:54]: Return=    -1.125, Steps= 126, Features = 25
 67834: E[0:09:48]-R[0:11:53]: Return=    -1.107, Steps= 108, Features = 25
 68052: E[0:09:50]-R[0:11:51]: Return=    -1.217, Steps= 218, Features = 25
 68250: E[0:09:52]-R[0:11:49]: Return=    -1.141, Steps= 142, Features = 25
 68372: E[0:09:53]-R[0:11:48]: Return=    -1.121, Steps= 122, Features = 25
 68628: E[0:09:55]-R[0:11:46]: Return=    -1.201, Steps= 202, Features = 25
 68764: E[0:09:56]-R[0:11:45]: Return=    -1.073, Steps=  74, Features = 25
 68914: E[0:09:58]-R[0:11:43]: Return=    -1.149, Steps= 150, Features = 25
 69070: E[0:09:59]-R[0:11:42]: Return=    -1.155, Steps= 156, Features = 25
 69238: E[0:10:01]-R[0:11:41]: Return=    -1.167, Steps= 168, Features = 25
 69384: E[0:10:02]-R[0:11:39]: Return=    -1.073, Steps=  74, Features = 25
 69684: E[0:10:04]-R[0:11:37]: Return=    -1.299, Steps= 300, Features = 25
 69858: E[0:10:06]-R[0:11:35]: Return=    -1.069, Steps=  70, Features = 25
 70040: E[0:10:08]-R[0:11:34]: Return=    -1.147, Steps= 148, Features = 25
 70310: E[0:10:10]-R[0:11:31]: Return=    -1.269, Steps= 270, Features = 25
 70468: E[0:10:11]-R[0:11:30]: Return=    -1.157, Steps= 158, Features = 25
 70796: E[0:10:14]-R[0:11:27]: Return=    -1.229, Steps= 230, Features = 25
 71066: E[0:10:17]-R[0:11:25]: Return=    -1.269, Steps= 270, Features = 25
 71188: E[0:10:18]-R[0:11:24]: Return=    -1.121, Steps= 122, Features = 25
 72014: E[0:10:25]-R[0:11:17]: Return=    -1.771, Steps= 772, Features = 25
 72222: E[0:10:27]-R[0:11:15]: Return=    -1.207, Steps= 208, Features = 25
 72348: E[0:10:28]-R[0:11:15]: Return=    -1.027, Steps=  28, Features = 25
 72840: E[0:10:33]-R[0:11:11]: Return=    -1.391, Steps= 392, Features = 25
 73010: E[0:10:35]-R[0:11:09]: Return=    -1.079, Steps=  80, Features = 25
 73200: E[0:10:36]-R[0:11:07]: Return=    -1.091, Steps=  92, Features = 25
 73348: E[0:10:37]-R[0:11:06]: Return=    -1.061, Steps=  62, Features = 25
 73582: E[0:10:40]-R[0:11:04]: Return=    -1.167, Steps= 168, Features = 25
 73832: E[0:10:42]-R[0:11:02]: Return=    -1.191, Steps= 192, Features = 25
 73976: E[0:10:43]-R[0:11:01]: Return=    -1.143, Steps= 144, Features = 25
 74144: E[0:10:45]-R[0:10:59]: Return=    -1.069, Steps=  70, Features = 25
 74314: E[0:10:46]-R[0:10:58]: Return=    -1.107, Steps= 108, Features = 25
 74440: E[0:10:47]-R[0:10:57]: Return=    -1.023, Steps=  24, Features = 25
 74596: E[0:10:49]-R[0:10:56]: Return=    -1.119, Steps= 120, Features = 25
 74856: E[0:10:51]-R[0:10:53]: Return=     0.823, Steps= 178, Features = 25
 75006: E[0:10:52]-R[0:10:52]: Return=    -1.149, Steps= 150, Features = 25
 75130: E[0:10:53]-R[0:10:51]: Return=    -1.089, Steps=  90, Features = 25
 75248: E[0:10:54]-R[0:10:50]: Return=    -1.055, Steps=  56, Features = 25
 75440: E[0:10:56]-R[0:10:48]: Return=    -1.191, Steps= 192, Features = 25
 75558: E[0:10:57]-R[0:10:47]: Return=    -1.083, Steps=  84, Features = 25
 75680: E[0:10:58]-R[0:10:46]: Return=    -1.121, Steps= 122, Features = 25
 75834: E[0:11:00]-R[0:10:45]: Return=    -1.099, Steps= 100, Features = 25
 75950: E[0:11:01]-R[0:10:44]: Return=    -1.003, Steps=   4, Features = 25
 76088: E[0:11:02]-R[0:10:43]: Return=    -1.063, Steps=  64, Features = 25
 76218: E[0:11:03]-R[0:10:42]: Return=    -1.057, Steps=  58, Features = 25
 76348: E[0:11:04]-R[0:10:41]: Return=    -1.129, Steps= 130, Features = 25
 76720: E[0:11:07]-R[0:10:37]: Return=    -1.371, Steps= 372, Features = 25
 76858: E[0:11:09]-R[0:10:36]: Return=    -1.095, Steps=  96, Features = 25
 77010: E[0:11:10]-R[0:10:35]: Return=    -1.151, Steps= 152, Features = 25
 77174: E[0:11:11]-R[0:10:34]: Return=    -1.163, Steps= 164, Features = 25
 77306: E[0:11:13]-R[0:10:32]: Return=     0.953, Steps=  48, Features = 25
 77602: E[0:11:15]-R[0:10:30]: Return=    -1.199, Steps= 200, Features = 25
 77726: E[0:11:16]-R[0:10:29]: Return=    -1.025, Steps=  26, Features = 25
 77956: E[0:11:18]-R[0:10:27]: Return=    -1.141, Steps= 142, Features = 25
 78242: E[0:11:21]-R[0:10:24]: Return=    -1.219, Steps= 220, Features = 25
 78366: E[0:11:22]-R[0:10:23]: Return=    -1.075, Steps=  76, Features = 25
 78524: E[0:11:23]-R[0:10:22]: Return=    -1.109, Steps= 110, Features = 25
 78744: E[0:11:25]-R[0:10:20]: Return=    -1.137, Steps= 138, Features = 25
 79094: E[0:11:28]-R[0:10:17]: Return=    -1.237, Steps= 238, Features = 25
 79250: E[0:11:29]-R[0:10:15]: Return=    -1.115, Steps= 116, Features = 25
 79570: E[0:11:32]-R[0:10:13]: Return=    -1.267, Steps= 268, Features = 25
 79752: E[0:11:34]-R[0:10:11]: Return=    -1.181, Steps= 182, Features = 25
 79946: E[0:11:35]-R[0:10:09]: Return=    -1.193, Steps= 194, Features = 25
 80120: E[0:11:37]-R[0:10:08]: Return=    -1.065, Steps=  66, Features = 25
 80312: E[0:11:38]-R[0:10:06]: Return=    -1.113, Steps= 114, Features = 25
 80612: E[0:11:41]-R[0:10:03]: Return=    -1.299, Steps= 300, Features = 25
 81686: E[0:11:50]-R[0:09:54]: Return=        -1, Steps=1000, Features = 25
 81818: E[0:11:51]-R[0:09:53]: Return=    -1.131, Steps= 132, Features = 25
 81954: E[0:11:53]-R[0:09:52]: Return=    -1.135, Steps= 136, Features = 25
 82108: E[0:11:54]-R[0:09:50]: Return=    -1.107, Steps= 108, Features = 25
 82226: E[0:11:55]-R[0:09:49]: Return=    -1.117, Steps= 118, Features = 25
 82640: E[0:11:58]-R[0:09:46]: Return=    -1.359, Steps= 360, Features = 25
 82772: E[0:12:00]-R[0:09:44]: Return=    -1.033, Steps=  34, Features = 25
 83106: E[0:12:02]-R[0:09:42]: Return=    -1.333, Steps= 334, Features = 25
 83458: E[0:12:06]-R[0:09:38]: Return=    -1.351, Steps= 352, Features = 25
 83652: E[0:12:07]-R[0:09:37]: Return=    -1.095, Steps=  96, Features = 25
 83976: E[0:12:10]-R[0:09:34]: Return=    -1.271, Steps= 272, Features = 25
 84136: E[0:12:11]-R[0:09:33]: Return=    -1.151, Steps= 152, Features = 25
 84478: E[0:12:14]-R[0:09:30]: Return=    -1.241, Steps= 242, Features = 25
 84594: E[0:12:15]-R[0:09:29]: Return=    -1.007, Steps=   8, Features = 25
 84726: E[0:12:17]-R[0:09:28]: Return=    -1.131, Steps= 132, Features = 25
 85070: E[0:12:20]-R[0:09:25]: Return=    -1.289, Steps= 290, Features = 25
 85230: E[0:12:21]-R[0:09:23]: Return=    -1.047, Steps=  48, Features = 25
 85360: E[0:12:22]-R[0:09:22]: Return=    -1.129, Steps= 130, Features = 25
 85696: E[0:12:25]-R[0:09:19]: Return=     0.691, Steps= 310, Features = 25
 85934: E[0:12:27]-R[0:09:17]: Return=    -1.129, Steps= 130, Features = 25
 86056: E[0:12:28]-R[0:09:16]: Return=    -1.105, Steps= 106, Features = 25
 86232: E[0:12:30]-R[0:09:14]: Return=    -1.159, Steps= 160, Features = 25
 86386: E[0:12:31]-R[0:09:13]: Return=    -1.117, Steps= 118, Features = 25
 86508: E[0:12:32]-R[0:09:12]: Return=    -1.089, Steps=  90, Features = 25
 86636: E[0:12:33]-R[0:09:11]: Return=    -1.127, Steps= 128, Features = 25
 86936: E[0:12:36]-R[0:09:08]: Return=     0.701, Steps= 300, Features = 25
 87064: E[0:12:37]-R[0:09:07]: Return=    -1.107, Steps= 108, Features = 25
 87210: E[0:12:38]-R[0:09:06]: Return=    -1.089, Steps=  90, Features = 25
 87340: E[0:12:40]-R[0:09:05]: Return=    -1.071, Steps=  72, Features = 25
 87616: E[0:12:42]-R[0:09:03]: Return=    -1.275, Steps= 276, Features = 25
 87786: E[0:12:43]-R[0:09:01]: Return=    -1.095, Steps=  96, Features = 25
 87952: E[0:12:45]-R[0:09:00]: Return=    -1.117, Steps= 118, Features = 25
 88136: E[0:12:46]-R[0:08:58]: Return=    -1.085, Steps=  86, Features = 25
 88382: E[0:12:49]-R[0:08:56]: Return=    -1.145, Steps= 146, Features = 25
 88594: E[0:12:50]-R[0:08:54]: Return=     0.901, Steps= 100, Features = 25
 88990: E[0:12:54]-R[0:08:51]: Return=     0.669, Steps= 332, Features = 25
 89188: E[0:12:56]-R[0:08:49]: Return=     0.899, Steps= 102, Features = 25
 89422: E[0:12:58]-R[0:08:47]: Return=    -1.153, Steps= 154, Features = 25
 89614: E[0:12:59]-R[0:08:45]: Return=    -1.191, Steps= 192, Features = 25
 90020: E[0:13:03]-R[0:08:42]: Return=    -1.355, Steps= 356, Features = 25
 90158: E[0:13:04]-R[0:08:40]: Return=    -1.137, Steps= 138, Features = 25
 90308: E[0:13:05]-R[0:08:39]: Return=    -1.149, Steps= 150, Features = 25
 90480: E[0:13:07]-R[0:08:38]: Return=    -1.079, Steps=  80, Features = 25
 90664: E[0:13:08]-R[0:08:36]: Return=    -1.183, Steps= 184, Features = 25
 90788: E[0:13:09]-R[0:08:35]: Return=    -1.123, Steps= 124, Features = 25
 90908: E[0:13:11]-R[0:08:34]: Return=    -1.017, Steps=  18, Features = 25
 91030: E[0:13:12]-R[0:08:33]: Return=    -1.121, Steps= 122, Features = 25
 91210: E[0:13:13]-R[0:08:31]: Return=    -1.179, Steps= 180, Features = 25
 91328: E[0:13:14]-R[0:08:30]: Return=    -1.037, Steps=  38, Features = 25
 91510: E[0:13:16]-R[0:08:29]: Return=    -1.121, Steps= 122, Features = 25
 91722: E[0:13:18]-R[0:08:27]: Return=    -1.211, Steps= 212, Features = 25
 91928: E[0:13:19]-R[0:08:25]: Return=    -1.133, Steps= 134, Features = 25
 92240: E[0:13:22]-R[0:08:22]: Return=    -1.289, Steps= 290, Features = 25
 92392: E[0:13:23]-R[0:08:21]: Return=    -1.151, Steps= 152, Features = 25
 92648: E[0:13:26]-R[0:08:19]: Return=    -1.255, Steps= 256, Features = 25
 92794: E[0:13:27]-R[0:08:17]: Return=     0.939, Steps=  62, Features = 25
 92978: E[0:13:29]-R[0:08:16]: Return=    -1.083, Steps=  84, Features = 25
 93318: E[0:13:32]-R[0:08:13]: Return=    -1.339, Steps= 340, Features = 25
 93436: E[0:13:33]-R[0:08:12]: Return=    -1.117, Steps= 118, Features = 25
 93620: E[0:13:34]-R[0:08:10]: Return=     0.891, Steps= 110, Features = 25
 93740: E[0:13:35]-R[0:08:09]: Return=    -1.019, Steps=  20, Features = 25
 93890: E[0:13:37]-R[0:08:08]: Return=    -1.145, Steps= 146, Features = 25
 94418: E[0:13:41]-R[0:08:03]: Return=    -1.527, Steps= 528, Features = 25
 94584: E[0:13:42]-R[0:08:02]: Return=    -1.165, Steps= 166, Features = 25
 94892: E[0:13:45]-R[0:07:59]: Return=    -1.279, Steps= 280, Features = 25
 95060: E[0:13:46]-R[0:07:58]: Return=    -1.167, Steps= 168, Features = 25
 95216: E[0:13:48]-R[0:07:56]: Return=    -1.101, Steps= 102, Features = 25
 95498: E[0:13:50]-R[0:07:54]: Return=    -1.267, Steps= 268, Features = 25
 95758: E[0:13:52]-R[0:07:51]: Return=     0.741, Steps= 260, Features = 25
 95886: E[0:13:53]-R[0:07:50]: Return=    -1.031, Steps=  32, Features = 25
 96054: E[0:13:55]-R[0:07:49]: Return=    -1.055, Steps=  56, Features = 25
 96218: E[0:13:56]-R[0:07:47]: Return=    -1.107, Steps= 108, Features = 25
 96386: E[0:13:57]-R[0:07:46]: Return=    -1.119, Steps= 120, Features = 25
 96558: E[0:13:59]-R[0:07:44]: Return=    -1.077, Steps=  78, Features = 25
 96696: E[0:14:00]-R[0:07:43]: Return=    -1.137, Steps= 138, Features = 25
 96820: E[0:14:01]-R[0:07:42]: Return=     0.877, Steps= 124, Features = 25
 97086: E[0:14:03]-R[0:07:40]: Return=    -1.247, Steps= 248, Features = 25
 97242: E[0:14:05]-R[0:07:38]: Return=    -1.145, Steps= 146, Features = 25
 97460: E[0:14:07]-R[0:07:36]: Return=    -1.119, Steps= 120, Features = 25
 97690: E[0:14:09]-R[0:07:34]: Return=    -1.223, Steps= 224, Features = 25
 97820: E[0:14:10]-R[0:07:33]: Return=     0.963, Steps=  38, Features = 25
 97958: E[0:14:11]-R[0:07:32]: Return=    -1.063, Steps=  64, Features = 25
 98126: E[0:14:12]-R[0:07:31]: Return=    -1.087, Steps=  88, Features = 25
 98346: E[0:14:14]-R[0:07:29]: Return=     0.837, Steps= 164, Features = 25
 98476: E[0:14:15]-R[0:07:28]: Return=    -1.023, Steps=  24, Features = 25
 98636: E[0:14:17]-R[0:07:26]: Return=    -1.159, Steps= 160, Features = 25
 98816: E[0:14:18]-R[0:07:25]: Return=    -1.091, Steps=  92, Features = 25
 99036: E[0:14:20]-R[0:07:23]: Return=    -1.107, Steps= 108, Features = 25
 99206: E[0:14:22]-R[0:07:21]: Return=    -1.169, Steps= 170, Features = 25
